MClusterID,XClusterID,MClusterSize,XClusterSize,OverlapSize,OverlapMembers,MOnlySize,MOnlyMembers,XOnlySize,XOnlyMembers,CombinedSize,CombinedMembers
16,6,9,203,9,"['mmara', 'mdmurray', 'kevinhaghighi2012', 'justineshaw', 'xwang308', 'dcho0132', 'ktrocin', 'kcbandi', 'jwalters']",0,[],194,"['txu', 'kshepherd', 'laurennelson07', 'annab', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'npetlakh', 's3suggs', 'ngg760', 'jshepherd', 'maroon_09', 'mgroner', 'mcee2374', 'jkrupp', 'ajl131', 'avinokur', 'cberg', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'aogonek', 'pcarlson', 'phirbreethr', 'ilin', 'jschiaffino', 'sbajaj', 'athuluvath', 'mattfred', 'rchen', 'rkay', 'abc897', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'spokala', 'ecadoff', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'ngm654', 'carlherndon2011', 'hpatel11', 'nlomotan', 'sarahhhong', 'tstanis', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'jlipari', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'alex_625', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'pantocrator', 'tslayman', 'jsoohoo', 'mwise', 'amwang', 'fch308', 'mme118', 'mwang', 'maffi', 'tejmotiwala', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'bmaganti', 'amalik', 'athompson', 'jacquelinehwang', 'sshaaban', 'asklar', 'athompsonharvey', 'kperkins', 'jennie', 'cyarka', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'sshah7', 'dianemok', 'ywang', 'ahuang', 'mchen2012', 'astockdale', 'bsh319', 'emilywirtz', 'njohnson463', 'alee', 'schatz', 'msimms', 'thebombboi123', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'mkim', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'sgrindy', 'cnoble', 'gwm166', 'bambielli', 'gpedrick', 'ymalina', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'gthippeswamy', 'ejen', 'mannamalai', 'callee', 'allegramount', 'jerrylin12']",203,"['txu', 'mdmurray', 'kshepherd', 'laurennelson07', 'annab', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'justineshaw', 'npetlakh', 's3suggs', 'ngg760', 'jshepherd', 'jwalters', 'maroon_09', 'mgroner', 'mcee2374', 'jkrupp', 'ajl131', 'avinokur', 'cberg', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'ktrocin', 'aogonek', 'pcarlson', 'mmara', 'phirbreethr', 'ilin', 'jschiaffino', 'sbajaj', 'athuluvath', 'mattfred', 'rchen', 'rkay', 'abc897', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'spokala', 'ecadoff', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'dcho0132', 'ngm654', 'carlherndon2011', 'hpatel11', 'nlomotan', 'sarahhhong', 'tstanis', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'jlipari', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'xwang308', 'alex_625', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'pantocrator', 'tslayman', 'jsoohoo', 'mwise', 'amwang', 'fch308', 'mme118', 'mwang', 'maffi', 'tejmotiwala', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'bmaganti', 'amalik', 'athompson', 'kcbandi', 'jacquelinehwang', 'sshaaban', 'asklar', 'athompsonharvey', 'kperkins', 'jennie', 'cyarka', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'sshah7', 'dianemok', 'ywang', 'ahuang', 'mchen2012', 'astockdale', 'bsh319', 'emilywirtz', 'njohnson463', 'alee', 'schatz', 'msimms', 'thebombboi123', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'mkim', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'sgrindy', 'cnoble', 'gwm166', 'bambielli', 'gpedrick', 'ymalina', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'kevinhaghighi2012', 'gthippeswamy', 'ejen', 'mannamalai', 'callee', 'allegramount', 'jerrylin12']"
17,43,8,24,5,"['AllWires', 'jperrin', 'sdidla', 'yessoddahc05', 'swtcandie']",3,"['neuen', 'lpeterus', 'linnjr']",19,"['wildkid256', 'jvk', 'jcleong', 'alayi', 'akidarsa', 'OsRitmos', 'psadtler', 'priyam', 'ericlisheng', 'dmshah', 'himnshu2', 'singh15', 'sprashan', 'kahuja', 'pmavery', 'clarjj01', 'ykubo', 'ashir23bom', 'ageggles']",27,"['linnjr', 'jperrin', 'sdidla', 'wildkid256', 'jvk', 'jcleong', 'alayi', 'akidarsa', 'OsRitmos', 'psadtler', 'priyam', 'ericlisheng', 'dmshah', 'yessoddahc05', 'himnshu2', 'singh15', 'AllWires', 'sprashan', 'neuen', 'kahuja', 'lpeterus', 'pmavery', 'clarjj01', 'ykubo', 'ashir23bom', 'ageggles', 'swtcandie']"
19,4,8,17,4,"['krishnan_badri', 'hemanthaithal', 'abinavcs', 'rohit']",4,"['narsimha', 'siri45', 'gaoyueran', 'davidmacak']",13,"['kedarked', 'supriya1', 'ganeshms', 'sagargowda', 'dlima', 'odysseus22', 'ssahmed', 'karthikec999', 'geopete', 'kanala', 'shrutig', 'delta1', 'divyamnnv']",21,"['delta1', 'kedarked', 'ganeshms', 'krishnan_badri', 'dlima', 'odysseus22', 'gaoyueran', 'hemanthaithal', 'karthikec999', 'shrutig', 'rohit', 'divyamnnv', 'siri45', 'kanala', 'abinavcs', 'sagargowda', 'ssahmed', 'geopete', 'narsimha', 'davidmacak', 'supriya1']"
19,42,8,6,2,"['siri45', 'davidmacak']",6,"['krishnan_badri', 'abinavcs', 'gaoyueran', 'hemanthaithal', 'narsimha', 'rohit']",4,"['mluisier', 'kedarked', 'koganti', 'divyamnnv']",12,"['siri45', 'kedarked', 'rohit', 'krishnan_badri', 'abinavcs', 'mluisier', 'koganti', 'gaoyueran', 'hemanthaithal', 'narsimha', 'davidmacak', 'divyamnnv']"
20,30,7,7,7,"['divsnvik', 'vikram', 'divya', 'savi', 'gangadharan', 'supreeya', 'deepthi']",0,[],0,[],7,"['divsnvik', 'vikram', 'divya', 'savi', 'gangadharan', 'supreeya', 'deepthi']"
20,31,7,7,7,"['divsnvik', 'vikram', 'divya', 'savi', 'gangadharan', 'supreeya', 'deepthi']",0,[],0,[],7,"['divsnvik', 'vikram', 'divya', 'savi', 'gangadharan', 'supreeya', 'deepthi']"
21,9,7,46,5,"['lee640', 'sanvampire74', 'rwu', 'ankitdhawan', 'wang381']",2,"['askiahill', 'nyakubchak']",41,"['awegener', 'bniu', 'jhchen', 'tshuang', 'pkoswatt', 'lgupta', 'ptewari', 'ejdawley', 'megaton7', 'sminhyup', 'kuntalroy', 'nju2sjtu', 'kjs1000', 'ishsman', 'argupta15115', 'szelong', 'cooperj', 'gu0', 'ssuslov', 'pc350128', 'thenoblewoodsman', 'mhossai', 'yuitan87', 'sganguly', 'dmoonshi', 'microefan', 'nihaoya', 'spalit', 'rmccarth', 'wangjian404', 'rvedula', 'pree2cool', 'vchipp', 'itismyworld', 'ebaytok', 'ketaki', 'zzongbum', 'sourdon', 'yusung33', 'mathew', 'yoster84']",48,"['awegener', 'bniu', 'jhchen', 'tshuang', 'pkoswatt', 'lgupta', 'ptewari', 'ejdawley', 'megaton7', 'sminhyup', 'mathew', 'ankitdhawan', 'askiahill', 'nyakubchak', 'nju2sjtu', 'kjs1000', 'ishsman', 'argupta15115', 'szelong', 'cooperj', 'gu0', 'ssuslov', 'pc350128', 'sanvampire74', 'thenoblewoodsman', 'mhossai', 'yuitan87', 'sganguly', 'dmoonshi', 'microefan', 'nihaoya', 'lee640', 'spalit', 'rmccarth', 'wangjian404', 'rvedula', 'pree2cool', 'vchipp', 'itismyworld', 'ebaytok', 'rwu', 'ketaki', 'zzongbum', 'sourdon', 'yusung33', 'kuntalroy', 'yoster84', 'wang381']"
22,23,6,6,5,"['devachan', 'ydeshmuk', 'potax', 'amberlei', 'jdustin01']",1,['msnow'],1,['sramarap'],7,"['devachan', 'sramarap', 'ydeshmuk', 'potax', 'msnow', 'amberlei', 'jdustin01']"
25,43,6,24,6,"['OsRitmos', 'ykubo', 'ericlisheng', 'kahuja', 'ashir23bom', 'ageggles']",0,[],18,"['AllWires', 'akidarsa', 'psadtler', 'jperrin', 'sdidla', 'priyam', 'wildkid256', 'sprashan', 'jvk', 'dmshah', 'yessoddahc05', 'himnshu2', 'jcleong', 'singh15', 'swtcandie', 'alayi', 'pmavery', 'clarjj01']",24,"['AllWires', 'sprashan', 'jperrin', 'sdidla', 'wildkid256', 'jvk', 'kahuja', 'jcleong', 'alayi', 'akidarsa', 'pmavery', 'clarjj01', 'OsRitmos', 'ykubo', 'psadtler', 'priyam', 'ericlisheng', 'dmshah', 'yessoddahc05', 'himnshu2', 'ashir23bom', 'singh15', 'ageggles', 'swtcandie']"
29,44,6,7,4,"['allwires', 'redfalconf35', 'kim265', 'axavier']",2,"['clintone', 'rileyjm']",3,"['tbarzso', 'jaconcha', 'mniksa']",9,"['redfalconf35', 'clintone', 'mniksa', 'axavier', 'rileyjm', 'jaconcha', 'kim265', 'allwires', 'tbarzso']"
30,6,6,203,6,"['mkim', 'pantocrator', 'sbajaj', 'mattfred', 'jlipari', 'sshah7']",0,[],197,"['txu', 'mdmurray', 'kshepherd', 'laurennelson07', 'annab', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'justineshaw', 'npetlakh', 's3suggs', 'ngg760', 'jshepherd', 'jwalters', 'maroon_09', 'mgroner', 'mcee2374', 'jkrupp', 'ajl131', 'avinokur', 'cberg', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'ktrocin', 'aogonek', 'pcarlson', 'mmara', 'phirbreethr', 'ilin', 'jschiaffino', 'athuluvath', 'rchen', 'rkay', 'abc897', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'spokala', 'ecadoff', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'dcho0132', 'ngm654', 'carlherndon2011', 'hpatel11', 'nlomotan', 'sarahhhong', 'tstanis', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'xwang308', 'alex_625', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'tslayman', 'jsoohoo', 'mwise', 'amwang', 'fch308', 'mme118', 'mwang', 'maffi', 'tejmotiwala', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'bmaganti', 'amalik', 'athompson', 'kcbandi', 'jacquelinehwang', 'sshaaban', 'asklar', 'athompsonharvey', 'kperkins', 'jennie', 'cyarka', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'dianemok', 'ywang', 'ahuang', 'mchen2012', 'astockdale', 'bsh319', 'emilywirtz', 'njohnson463', 'alee', 'schatz', 'msimms', 'thebombboi123', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'sgrindy', 'cnoble', 'gwm166', 'bambielli', 'gpedrick', 'ymalina', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'kevinhaghighi2012', 'gthippeswamy', 'ejen', 'mannamalai', 'callee', 'allegramount', 'jerrylin12']",203,"['txu', 'mdmurray', 'kshepherd', 'laurennelson07', 'annab', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'justineshaw', 'npetlakh', 's3suggs', 'ngg760', 'jshepherd', 'jwalters', 'maroon_09', 'mgroner', 'mcee2374', 'jkrupp', 'ajl131', 'avinokur', 'cberg', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'ktrocin', 'aogonek', 'pcarlson', 'mmara', 'phirbreethr', 'ilin', 'sbajaj', 'jschiaffino', 'mattfred', 'athuluvath', 'rchen', 'rkay', 'abc897', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'spokala', 'ecadoff', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'dcho0132', 'ngm654', 'carlherndon2011', 'hpatel11', 'nlomotan', 'sarahhhong', 'tstanis', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'jlipari', 'emj321', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'xwang308', 'alex_625', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'pantocrator', 'mhuff', 'tslayman', 'jsoohoo', 'mwise', 'amwang', 'fch308', 'mme118', 'mwang', 'maffi', 'tejmotiwala', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'bmaganti', 'amalik', 'athompson', 'kcbandi', 'jacquelinehwang', 'sshaaban', 'asklar', 'athompsonharvey', 'kperkins', 'jennie', 'cyarka', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'sshah7', 'dianemok', 'ywang', 'ahuang', 'mchen2012', 'astockdale', 'bsh319', 'emilywirtz', 'njohnson463', 'alee', 'schatz', 'msimms', 'thebombboi123', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'mkim', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'sgrindy', 'cnoble', 'gwm166', 'bambielli', 'gpedrick', 'ymalina', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'kevinhaghighi2012', 'gthippeswamy', 'ejen', 'mannamalai', 'callee', 'allegramount', 'jerrylin12']"
30,34,6,9,1,['mattfred'],5,"['mkim', 'pantocrator', 'sbajaj', 'jlipari', 'sshah7']",8,"['jdicke', 'matosziuk', 'sml257', 'jklemp', 'dbtice', 'emilieringe', 'bveldk06', 'pretenderjl']",14,"['mkim', 'pantocrator', 'sbajaj', 'jdicke', 'mattfred', 'matosziuk', 'sml257', 'jklemp', 'jlipari', 'sshah7', 'dbtice', 'emilieringe', 'bveldk06', 'pretenderjl']"
33,13,5,11,1,['tbublik'],4,"['jwetheri', 'cwfishy', 'sathyans', 'jkmgiit']",10,"['rykothari', 'nhamer2', 'mlao2', 'jookalook', 'shossei2', 'singleelectron', 'dsherid3', 'towster2', 'bridgwater', 'pwitkow2']",15,"['rykothari', 'nhamer2', 'jkmgiit', 'mlao2', 'shossei2', 'singleelectron', 'towster2', 'cwfishy', 'sathyans', 'pwitkow2', 'jookalook', 'dsherid3', 'tbublik', 'jwetheri', 'bridgwater']"
34,7,5,7,5,"['dndabler', 'rcosby', 'jlbaker4', 'iwto2000', 'dramatt']",0,[],2,"['cawhittern', 'necoleman']",7,"['dndabler', 'necoleman', 'rcosby', 'cawhittern', 'jlbaker4', 'iwto2000', 'dramatt']"
37,43,5,24,5,"['psadtler', 'sprashan', 'jvk', 'dmshah', 'alayi']",0,[],19,"['AllWires', 'jperrin', 'sdidla', 'wildkid256', 'kahuja', 'jcleong', 'akidarsa', 'pmavery', 'clarjj01', 'OsRitmos', 'ykubo', 'priyam', 'ericlisheng', 'yessoddahc05', 'himnshu2', 'ashir23bom', 'singh15', 'ageggles', 'swtcandie']",24,"['AllWires', 'sprashan', 'jperrin', 'sdidla', 'wildkid256', 'jvk', 'kahuja', 'jcleong', 'alayi', 'akidarsa', 'pmavery', 'clarjj01', 'OsRitmos', 'psadtler', 'ykubo', 'priyam', 'ericlisheng', 'dmshah', 'yessoddahc05', 'himnshu2', 'ashir23bom', 'singh15', 'ageggles', 'swtcandie']"
38,27,5,39,4,"['wgriffin', 'jtsmith', 'makang', 'sdhuang']",1,['jmderby'],35,"['arazavie', 'wizjeong', 'estrehlo', 'csexton', 'gpanagop', 'masud001', 'tanyaohua', 'jiangpurdue', 'dhanmaria', 'psengupta', 'afrankl', 'pachen', 'sunnyleekr', 'fbowen', 'shen17', 'yulin', 'kim604', 'biswajit025', 'wang159', 'cdelker', 'augustcharles', 'spalit', 'ddatta', 'liveletlive', 'xfong', 'nvargo', 'go', 'zainu', 'kim568', 'pjha1', 'jrwilcox', 'niladrinm', 'onurucler', 'kuntalroy', 'jiuning']",40,"['arazavie', 'wizjeong', 'estrehlo', 'sdhuang', 'csexton', 'gpanagop', 'wgriffin', 'masud001', 'tanyaohua', 'jiangpurdue', 'dhanmaria', 'psengupta', 'afrankl', 'pachen', 'sunnyleekr', 'fbowen', 'shen17', 'yulin', 'kim604', 'biswajit025', 'wang159', 'cdelker', 'augustcharles', 'spalit', 'ddatta', 'makang', 'liveletlive', 'xfong', 'jmderby', 'nvargo', 'go', 'zainu', 'kim568', 'pjha1', 'jrwilcox', 'niladrinm', 'jtsmith', 'onurucler', 'kuntalroy', 'jiuning']"
38,29,5,8,2,"['wgriffin', 'jtsmith']",3,"['jmderby', 'makang', 'sdhuang']",6,"['park43', 'niharikavaranasi', 'cdelker', 'cinedemian', 'estrehlo', 'cplacek']",11,"['wgriffin', 'park43', 'cdelker', 'sdhuang', 'niharikavaranasi', 'cinedemian', 'estrehlo', 'makang', 'jtsmith', 'jmderby', 'cplacek']"
1,22,191,189,180,"['danieloh', 'myang', 'jlamano', 'ask788', 'njs310', 'tnasr', 'azheng', 'ycl481', 'dladic', 'qianfz', 'jhoover', 'hlee2013', 'cclu', 'jwarlick', 'acipiti', 'cmosier', 'nrk959', 'nmosberg', 'esegre', 'mlee', 'rgrohman', 'spahwa', 'kchadha', 'ltran88', 'jprindle', 'ysaxena', 'hrayala', 'kbailey', 'dsloan', 'mco274', 'bchao', 'askim', 'apraiss', 'tjk1991', 'benjaminceaser2013', 'jwu', 'ktausk', 'ujain', 'jlou', 'evanthunt6', 'jfriedman', 'fallensail', 'emoore', 'ase548', 'jjkim', 'okusoro', 'frichter91', 'xli', 'ekesler', 'gsheldon', 'gpeal', 'sbailey', 'mrs392', 'hbang', 'gwheaton', 'kleinweber99', 'okamber', 'mread', 'jsy256', 'btiano', 'ctimpon', 'benglish013', 'wmccabe', 'jminuzzo', 'rajatverma1', 'yyangtony', 'jbrewster', 'kschmidt', 'nnemon', 'rparikh', 'eaguirre', 'ssaha', 'slhatch', 'vraghunathan', 'yeseongkim', 'rsurrey09', 'ptoth', 'amukherjee', 'jschwarzbauer', 'jmcknight', 'edubois', 'msimon', 'bcacioppo', 'randywaymire', 'coryj', 'rgoettelman', 'mgoldberg', 'jhutcheson', 'the', 'jnugent', 'ragarwal', 'mootwo17', 'asampson', 'iabbott', 'rbarbera', 'jchurchill', 'djin', 'jsl685', 'ysiddhartha', 'ablood', 'mofallor', 'fcummins', 'tkim1113', 'lmiller', 'connieyang', 'agunn', 'dlin', 'gkim', 'mong', 'dabramov1', 'acm119', 'hjeon', 'aiglesias', 'fchow', 'rsubramanian', 'jtownsend', 'krr401', 'gursimransingh', 'anamath', 'jluo', 'arepucci', 'mdoerfler', 'nleon', 'soohoahn322', 'mwe', 'omu863', 'msladek', 'afox', 'jli1', 'lsabih', 'vch204', 'kshih', 'cburghard', 'mkonanur', 'rlad', 'nkansara', 'pmehta', 'achoi', 'eyousif', 'rsingh24', 'haalac', 'acaneva', 'dshore', 'fhuang', 'w00tm0ng3r', 'bminer', 'mtellakat', 'mbohorquez', 'bchester', 'kvercauteren', 'qprtx', 'kashif', 'wgrimes', 'bschmidt', 'pscalise', 'hlu', 'sprasad09', 'enick', 'sgoel', 'mfischer', 'pjethwani', 'ali436', 'brao', 'lyu', 'jlee1', 'lyung', 'ukkathawalla', 'lmao', 'sferdous', 'kcarson', 'syk', 'nvasilottos', 'kbhatt', 'jlw553', 'kaziz', 'apetersel', 'abrugman', 'mdalzell', 'tcheong', 'jhoover22']",11,"['eappelt', 'hlevine', 'ltang21', 'theinhibitor', 'ksuchun0822', 'nrddt', 'cschnaith', 'hvanvalkenburgh', 'lknapp', 'tjeong', 'cebben']",9,"['lcheng', 'nkatz2013', 'mlodriguito', 'zhian', 'earanderson', 'tomekiasimeon', 'kang1120', 'anmura', 'lfriesen']",200,"['danieloh', 'azheng', 'qianfz', 'jhoover', 'jwarlick', 'nkatz2013', 'acipiti', 'nrk959', 'esegre', 'spahwa', 'kchadha', 'ltran88', 'nrddt', 'jprindle', 'ysaxena', 'kbailey', 'bchao', 'tjk1991', 'jwu', 'ujain', 'jlou', 'fallensail', 'emoore', 'ase548', 'okusoro', 'xli', 'ltang21', 'gsheldon', 'ekesler', 'hvanvalkenburgh', 'sbailey', 'tomekiasimeon', 'btiano', 'benglish013', 'jminuzzo', 'eappelt', 'rajatverma1', 'theinhibitor', 'jbrewster', 'kschmidt', 'nnemon', 'eaguirre', 'vraghunathan', 'slhatch', 'rsurrey09', 'yeseongkim', 'ptoth', 'amukherjee', 'jschwarzbauer', 'jmcknight', 'msimon', 'bcacioppo', 'mgoldberg', 'the', 'earanderson', 'mootwo17', 'iabbott', 'rbarbera', 'djin', 'jsl685', 'ablood', 'mofallor', 'connieyang', 'agunn', 'dlin', 'gkim', 'dabramov1', 'acm119', 'aiglesias', 'hjeon', 'lknapp', 'fchow', 'rsubramanian', 'jtownsend', 'krr401', 'gursimransingh', 'anamath', 'nleon', 'mwe', 'omu863', 'msladek', 'afox', 'jli1', 'lsabih', 'vch204', 'kshih', 'cburghard', 'mkonanur', 'rlad', 'achoi', 'eyousif', 'acaneva', 'dshore', 'w00tm0ng3r', 'bminer', 'bchester', 'kashif', 'wgrimes', 'pscalise', 'bschmidt', 'sprasad09', 'mfischer', 'pjethwani', 'jlee1', 'lmao', 'hlevine', 'abrugman', 'tcheong', 'jhoover22', 'ask788', 'jlamano', 'cschnaith', 'myang', 'njs310', 'tnasr', 'zhian', 'ycl481', 'dladic', 'hlee2013', 'cclu', 'cmosier', 'nmosberg', 'anmura', 'mlee', 'rgrohman', 'hrayala', 'dsloan', 'mco274', 'apraiss', 'askim', 'benjaminceaser2013', 'ktausk', 'ksuchun0822', 'evanthunt6', 'jfriedman', 'jjkim', 'frichter91', 'gpeal', 'hbang', 'gwheaton', 'mrs392', 'kleinweber99', 'okamber', 'mread', 'jsy256', 'ctimpon', 'wmccabe', 'lcheng', 'yyangtony', 'rparikh', 'cebben', 'ssaha', 'coryj', 'edubois', 'randywaymire', 'rgoettelman', 'jhutcheson', 'jnugent', 'mlodriguito', 'ragarwal', 'asampson', 'jchurchill', 'ysiddhartha', 'kang1120', 'lfriesen', 'fcummins', 'tkim1113', 'lmiller', 'mong', 'jluo', 'arepucci', 'mdoerfler', 'soohoahn322', 'tjeong', 'nkansara', 'pmehta', 'rsingh24', 'haalac', 'fhuang', 'mbohorquez', 'mtellakat', 'kvercauteren', 'qprtx', 'hlu', 'enick', 'sgoel', 'ali436', 'lyu', 'brao', 'lyung', 'ukkathawalla', 'sferdous', 'kcarson', 'syk', 'nvasilottos', 'kbhatt', 'jlw553', 'kaziz', 'apetersel', 'mdalzell']"
