to_days('2008-07-01 00:00:00')	to_days('2009-01-01 00:00:00')
733589	733773
monkeybrains510	heterojunction	733595
monkeybrains510	strainbands	733596
monkeybrains510	heterojunction	733596
monkeybrains510	strainbands	733597
monkeybrains510	heterojunction	733598
monkeybrains510	strainbands	733599
kinzele	photonicsdb	733687
ragini	mosfet	733688
ragini	mosfet	733681
ragini	padre	733681
ragini	schred	733681
ragini	nanocmos	733676
ragini	pete	733676
ragini	schred	733676
justinewhite	qdot	733589
ipayne	matsimtk	733744
ipayne	matsimtk	733743
huihsin	nanowire	733601
huihsin	coulombsim	733601
huihsin	nanofet	733601
huihsin	coulombsim	733597
huihsin	coulombsim	733598
huihsin	coulombsim	733599
mceolin	qdot	733674
mceolin	nanogromacs	733674
rwu	kronig_penney	733669
mshearn	meep	733680
bookartist	cntbands-ext	733730
christophmarquardt	swntjiv	733658
christophmarquardt	swntjiv	733661
eradiri2	pntoy	733701
eradiri2	lfmobility	733702
eradiri2	pntoy	733702
wang0217	bandstrlab	733742
miqi	fermi	733724
prabhatbehere	nsoptics3d	733603
prabhatbehere	meep	733603
wlorber	nanonet	733608
krayner	nsoptics	733616
zavattieri	workspace	733732
zavattieri	workspace	733669
zavattieri	cntnemscant	733655
pcg53747	1dhetero	733672
pcg53747	spice3f4	733672
pcg53747	fettoy	733672
pcg53747	bulkmc	733672
pcg53747	ucb_compnano	733672
pcg53747	nanomos	733672
pcg53747	acute	733673
pcg53747	sest	733673
pcg53747	semi	733673
pcg53747	demons	733673
pcg53747	pntoy	733673
pcg53747	pnshortbasedda	733673
pcg53747	ucb_compnano	733673
pcg53747	nanomos	733673
pcg53747	bjt	733674
pcg53747	adept	733674
pcg53747	abacus	733674
pcg53747	demons	733674
pcg53747	adept	733675
pcg53747	vides	733708
pcg53747	moscap	733708
pcg53747	moscap	733709
pcg53747	moscap	733710
pcg53747	moscap	733715
mwise	qclab	733706
mwise	cndo	733716
mwise	nsoptics	733710
mwise	qclab	733702
mwise	nsoptics	733714
track80	antsy	733728
track80	quamc2d	733596
track80	pete	733589
track80	padre	733589
track80	quamc2d	733589
track80	nanofet	733590
track80	quamc2d	733590
dexterex	cntfet	733770
jmmontes2	pntoy	733721
quantumdot	schred	733732
quantumdot	demons	733732
quantumdot	schred	733734
priori	cntbands-ext	733608
priori	cntbands-ext	733650
macharya	coulombsim	733657
macharya	coulombsim	733658
wendyhu	matsimtk	733717
rranaphys	matsimtk	733765
dabons3	pntoy	733686
kavitha	qdot	733673
kavitha	coulombsim	733666
kavitha	qdot	733666
kavitha	qdot	733668
kavitha	rtd	733669
kavitha	coulombsim	733669
kavitha	qdot	733669
kavitha	qdot	733670
clarksm	adac	733696
clarksm	omenwire	733697
clarksm	crystal_viewer	733700
clarksm	nccpf	733700
clarksm	qdot	733702
clarksm	workspace	733702
clarksm	micelle	733704
clarksm	omenwire	733704
clarksm	workspace	733704
clarksm	antsy	733717
clarksm	nanofinfet	733717
clarksm	medici	733707
clarksm	workspace	733707
clarksm	fettoy	733708
clarksm	omenwire	733709
clarksm	atcadlab	733710
clarksm	1dhetero	733710
clarksm	workspace	733710
clarksm	workspace	733715
clarksm	pcpbt	733589
clarksm	workspace-med	733589
clarksm	flooxs	733589
clarksm	nanogromacsdemo	733589
clarksm	tedvis	733589
clarksm	micelle	733760
clarksm	photonicsrt	733760
clarksm	cgls	733760
clarksm	mesfet	733721
clarksm	omenwire	733721
clarksm	1dhetero	733721
clarksm	tedvis	733721
clarksm	workspace	733721
clarksm	omenwire	733722
clarksm	adac	733722
clarksm	mmsttf	733595
clarksm	workspace-med	733595
clarksm	tedvis	733595
clarksm	heterojunction	733595
clarksm	qclab	733596
clarksm	strainbands	733596
clarksm	bsclab	733597
clarksm	workspace-med	733597
clarksm	tsuprem4	733598
clarksm	vkmlggs	733598
clarksm	medici	733598
clarksm	omenwire	733728
clarksm	workspace	733728
clarksm	bowtie	733729
clarksm	kronig_penney	733729
clarksm	nanofinfet	733729
clarksm	tsuprem4	733603
clarksm	pntoy	733603
clarksm	nanonet	733603
clarksm	medici	733603
clarksm	workspace-med	733603
clarksm	hypiedesigner	733604
clarksm	workspace-med	733604
clarksm	chess	733604
clarksm	pcpbt	733604
clarksm	hypiesolver	733604
clarksm	bsclab	733604
clarksm	mpb	733605
clarksm	hypiedesigner	733605
clarksm	beamprop	733605
clarksm	vkmlggs	733605
clarksm	hypiesolver	733605
clarksm	bsclab	733605
clarksm	hypiesolver	733606
clarksm	cntfet	733606
clarksm	cntbands-ext	733606
clarksm	bowtie	733735
clarksm	mesfet	733735
clarksm	scmosfet	733735
clarksm	workspace	733735
clarksm	adac	733736
clarksm	workspace	733736
clarksm	1dhetero	733737
clarksm	moscap	733610
clarksm	mpb	733610
clarksm	padre	733610
clarksm	ipctest	733610
clarksm	quamc2d	733610
clarksm	vkmlggs	733610
clarksm	pimc	733610
clarksm	pcpbt	733610
clarksm	nanomos	733610
clarksm	bsclab	733610
clarksm	moscap	733611
clarksm	mpb	733611
clarksm	heterojunction	733611
clarksm	schrpoisson2d	733611
clarksm	xterm	733611
clarksm	nanogromacs	733611
clarksm	moscntr	733611
clarksm	workspace	733611
clarksm	workspace-med	733611
clarksm	mpb	733612
clarksm	workspace-med	733612
clarksm	moscntr	733613
clarksm	moscap	733613
clarksm	workspace-med	733613
clarksm	pcpbt	733725
clarksm	moscap	733616
clarksm	hypiedesigner	733616
clarksm	pvsimulator	733616
clarksm	moscntr	733616
clarksm	bjt	733616
clarksm	vkmlggs	733616
clarksm	bandstrlab	733616
clarksm	abinit	733616
clarksm	ucb_compnano	733616
clarksm	hypiesolver	733616
clarksm	omenwire	733749
clarksm	bowtie	733752
clarksm	adac	733752
clarksm	bowtie	733753
clarksm	omenwire	733756
clarksm	cgls	733757
clarksm	omenwire	733758
clarksm	adac	733758
clarksm	photonicsrt	733758
clarksm	cgls	733758
clarksm	pnlongbasedda	733723
clarksm	cntbands-ext	733723
clarksm	workspace	733634
clarksm	nplongbasedda	733634
clarksm	bowtie	733634
clarksm	pnlongbasedda	733634
clarksm	aqme	733634
clarksm	moscntr	733634
clarksm	npshortbasedda	733634
clarksm	vkmlggs	733634
clarksm	pnshortbasedda	733634
clarksm	nuitns	733634
clarksm	abacus	733634
clarksm	acute	733637
clarksm	xterm	733637
clarksm	coulombsim	733637
clarksm	pnlongbasedda	733637
clarksm	aqme	733637
clarksm	fettoy	733637
clarksm	workspace	733637
clarksm	nuitns	733637
clarksm	cndo	733637
clarksm	pcpbt	733637
clarksm	deviceelectron	733637
clarksm	spinprecession	733637
clarksm	aqme	733638
clarksm	acute	733638
clarksm	nuitns	733638
clarksm	spinprecession	733638
clarksm	acute	733639
clarksm	pnlongbasedda	733639
clarksm	bulkmc	733639
clarksm	bulkmc	733640
clarksm	semi	733640
clarksm	nanogromacsdemo	733640
clarksm	aqme	733640
clarksm	oof2	733640
clarksm	pcpbt	733640
clarksm	abacus	733640
clarksm	schred	733641
clarksm	oof2	733641
clarksm	aqme	733644
clarksm	acute	733644
clarksm	abacus	733644
clarksm	oof2	733644
clarksm	workspace	733644
clarksm	micelle	733645
clarksm	schred	733645
clarksm	workspace	733645
clarksm	deviceelectron	733646
clarksm	workspace	733646
clarksm	workspace	733647
clarksm	ionchannel	733648
clarksm	nanomoldy	733648
clarksm	gromicelle	733648
clarksm	nanolammps	733648
clarksm	ucb_compnano	733648
clarksm	rtd	733652
clarksm	nanomgnets	733653
clarksm	nplongbasedda	733654
clarksm	pnlongbasedda	733654
clarksm	rtdnegf	733654
clarksm	npshortbasedda	733654
clarksm	pnshortbasedda	733654
clarksm	bstr_sc_lab	733654
clarksm	rtdnegf	733658
clarksm	pnlongbasedda	733658
clarksm	nanogromacs	733658
clarksm	aqme	733658
clarksm	nplongbasedda	733658
clarksm	npshortbasedda	733658
clarksm	pntoy	733658
clarksm	bandstrlab	733658
clarksm	pnshortbasedda	733658
clarksm	cndo	733658
clarksm	cndo	733659
clarksm	moscap	733659
clarksm	nanotube	733659
clarksm	bandstrlab	733659
clarksm	qclab	733661
clarksm	deviceelectron	733661
clarksm	semi	733661
clarksm	dopingsilicon	733661
clarksm	qclab	733662
clarksm	acute	733665
clarksm	semi	733665
clarksm	bowtie	733665
clarksm	omenwire	733665
clarksm	bandstrlab	733665
clarksm	workspace	733665
clarksm	kronig_penney	733666
clarksm	adac	733666
clarksm	periodicpot	733666
clarksm	semi	733666
clarksm	kronig_penney	733667
clarksm	workspace	733667
clarksm	bandstrlab	733667
clarksm	deviceelectron	733667
clarksm	rtdnegf	733667
clarksm	micelle	733668
clarksm	workspace	733673
clarksm	aqme	733674
clarksm	pcpbt	733674
clarksm	bandstrlab	733674
clarksm	workspace	733674
clarksm	nanowire	733676
clarksm	bandstrlab	733676
clarksm	vides	733679
clarksm	sugar	733679
clarksm	rtdnegf	733679
clarksm	workspace	733679
clarksm	pcpbt	733679
clarksm	abacus	733679
clarksm	ucb_compnano	733679
clarksm	bjt	733680
clarksm	xterm	733680
clarksm	pete	733681
clarksm	xterm	733681
clarksm	xterm	733682
clarksm	ucb_compnano	733682
clarksm	abacus	733682
clarksm	strainbands	733682
clarksm	xterm	733683
clarksm	moscap	733683
clarksm	matsimtk	733683
clarksm	vides	733686
clarksm	mosfet	733686
clarksm	workspace	733688
clarksm	abacus	733689
clarksm	oof2	733689
clarksm	abacus	733690
clarksm	nanoheatflow	733690
clarksm	workspace	733693
clarksm	dynamicafm	733694
clarksm	workspace	733694
clarksm	fouriertrans	733695
clarksm	workspace	733695
samuel07280	schred	733762
samuel07280	schred	733731
samuel07280	schred	733734
samuel07280	nanomos	733767
samuel07280	schred	733736
samuel07280	nanomos	733738
samuel07280	nanomos	733771
samuel07280	nanomos	733772
samuel07280	nanomos	733741
samuel07280	nanomos	733742
samuel07280	schred	733746
samuel07280	schred	733763
samuel07280	schred	733748
samuel07280	nanomos	733749
samuel07280	nanomos	733750
samuel07280	schred	733751
samuel07280	nanomos	733751
samuel07280	schred	733752
samuel07280	nanomos	733752
samuel07280	nanomos	733753
samuel07280	nanomos	733722
samuel07280	schred	733770
samuel07280	nanomos	733770
zambaldi	oof2	733667
yqwu	moscap	733619
yqwu	nanomos	733638
brandongc	matdcal	733751
lisa_k_t	rtd	733736
lisa_k_t	rtd	733737
lisa_k_t	rtd	733733
zhuzao	ucb_compnano	733731
zhuzao	ucb_compnano	733732
zhuzao	ucb_compnano	733733
akumi	ucb_compnano	733598
akumi	molst	733598
heavenblue	nanomos	733705
heavenblue	1dhetero	733674
heavenblue	mosfet	733691
heavenblue	pntoy	733685
heavenblue	nanomos	733706
lepido	molctoy	733608
tarotcards	pnppeptide	733771
shayjo	vedaams	733594
shayjo	vedaams	733595
shayjo	vedaams	733596
shayjo	vedaams	733599
yangzhao	bjt	733633
yangzhao	moscntr	733638
yangzhao	swntjiv	733606
yangzhao	pnlongbasedda	733639
yangzhao	pnshortbasedda	733639
yangzhao	swntjiv	733618
yangzhao	swntjiv	733589
yangzhao	swntjiv	733590
yangzhao	lfmobility	733623
yangzhao	swntjiv	733623
yangzhao	swntjiv	733595
yangzhao	swntjiv	733596
yangzhao	swntjiv	733598
yangzhao	swntjiv	733599
asee	coulombsim	733680
cesko	bmcsuite	733747
cesko	mosfet	733725
cesko	moscap	733725
cesko	semi	733725
cesko	dopingsilicon	733725
jlosby	sugar	733750
pbeckett	nanomos	733665
pbeckett	spice3f4	733659
pbeckett	fettoy	733749
pbeckett	mosfet	733749
nanonerd	1dhetero	733766
warz00	fermi	733665
required	mctrigate	733711
sawyes	coulombsim	733749
sawyes	qdot	733711
kooijes	nsoptics3d	733703
kooijes	pntoy	733703
kooijes	nsoptics	733703
t030504	fettoy	733758
vdesilva	photonicsdb	733749
Kraher	kronig_penney	733603
yokeking	fettoy	733593
yokeking	mosfet	733593
yokeking	sbcnfet	733593
yokeking	nanowire	733593
radikrad	matsimtk	733753
radikrad	vkmlsd	733753
radikrad	msl	733753
radikrad	molst	733753
radikrad	mdsim	733753
radikrad	vkmlpsgg	733753
radikrad	msl	733758
szelong	crystal_viewer	733666
szelong	kronig_penney	733666
szelong	kronig_penney	733667
szelong	crystal_viewer	733667
rrahman	workspace	733743
rrahman	medici	733645
rrahman	medici	733647
ashir23bom	spice3f4	733655
thomas	cntbands-ext	733754
thomas	bandstrlab	733754
thomas	matsimtk	733755
thomas	cntbands-ext	733755
thomas	cntbands-ext	733756
krishnamboori	1dhetero	733751
krishnamboori	msl	733739
krishnamboori	msl	733757
krishnamboori	1dhetero	733742
krishnamboori	1dhetero	733743
adolforusso	uvspec	733686
bcnewman	matsimtk	733742
jnunez	rtd	733715
jnunez	rtd	733717
gtg332y	demons	733651
go	mosfet	733696
go	mosfet	733698
go	mosfet	733699
go	mosfet	733700
go	mosfet	733705
go	mosfet	733706
go	mosfet	733707
go	mosfet	733708
go	abacus	733720
go	abacus	733721
go	nanonet	733602
go	nanonet	733603
go	senstran	733743
go	nanocmos	733649
go	nanocmos	733650
go	nanocmos	733651
go	moscap	733656
go	nanocmos	733657
go	moscap	733657
go	moscap	733659
go	abacus	733664
go	abacus	733665
go	mosfet	733692
go	abacus	733692
go	mosfet	733693
shashi477	bandstrlab	733738
shashi477	bandstrlab	733739
horsfielda	nanowire	733688
horsfielda	1dhetero	733688
theorist	greentherm	733712
rkubicaf1	spinprecession	733769
marsmand	rtd	733737
marsmand	rtd	733738
jayant	cntbands-ext	733605
jayant	cntbands-ext	733606
jayant	bandstrlab	733606
shanghai	nanowire	733765
shanghai	mosfet	733765
shanghai	schred	733765
shanghai	nanomos	733765
shanghai	mgnanowirefet	733765
shanghai	nanowire	733708
shanghai	schred	733743
shanghai	nanowire	733711
shanghai	mosfet	733690
shanghai	mosfet	733691
shanghai	mosfet	733692
shanghai	schred	733692
shanghai	nanomos	733692
leebatuta	cntfet	733675
leebatuta	sbcnfet	733675
leebatuta	heterojunction	733675
pchemstudent08	msl	733602
pchemstudent08	msl	733604
pchemstudent08	msl	733589
pchemstudent08	msl	733590
pchemstudent08	msl	733624
pchemstudent08	msl	733626
pchemstudent08	msl	733595
navidp	rtdnegf	733731
navidp	fettoy	733772
lky	ucb_compnano	733759
lky	nanogromacsii	733759
lky	senstran	733759
lky	nanogromacsdemo	733759
penchalaiah123	atcadlab	733728
penchalaiah123	cntbands-ext	733728
penchalaiah123	atcadlab	733729
penchalaiah123	cntbands-ext	733729
penchalaiah123	cntphonons	733729
penchalaiah123	moscntr	733730
penchalaiah123	atcadlab	733730
penchalaiah123	cntfet	733730
penchalaiah123	cntbands-ext	733731
penchalaiah123	cntbte	733731
penchalaiah123	heterojunction	733731
penchalaiah123	cnia	733731
penchalaiah123	gnrinterconnect	733731
penchalaiah123	bsclab	733731
penchalaiah123	cntbands-ext	733754
penchalaiah123	gnrinterconnect	733722
penchalaiah123	cntfet	733722
penchalaiah123	cntbands-ext	733722
penchalaiah123	nanomos	733722
penchalaiah123	gnrinterconnect	733723
penchalaiah123	cntbands-ext	733723
penchalaiah123	bandstrlab	733723
penchalaiah123	cntbands-ext	733724
penchalaiah123	bandstrlab	733724
penchalaiah123	cntbands-ext	733725
penchalaiah123	heterojunction	733725
choquette	nplongbasedda	733700
choquette	pntoy	733700
choquette	pntoy	733702
choquette	adept	733703
choquette	nplongbasedda	733703
choquette	bjt	733741
choquette	nplongbasedda	733661
choquette	mosfet	733661
choquette	pntoy	733661
choquette	photonicsdb	733661
choquette	semi	733661
choquette	pntoy	733647
choquette	deviceelectron	733647
choquette	nplongbasedda	733693
choquette	pntoy	733693
choquette	pntoy	733694
choquette	fermi	733694
emccullen	mosfet	733746
emccullen	nanomos	733746
boutchial	hypiesolver	733747
boutchial	photonicsdb	733747
fpavia	hyperrebo	733616
fpavia	ucb_compnano	733616
fpavia	rebo	733616
fpavia	crystal_viewer	733616
fpavia	ucb_compnano	733623
muwh	cntnemscant	733690
dpapke	bmcsuite	733707
dpapke	workspace	733644
dpapke	workspace	733662
kcantley	bandstrlab	733596
kcantley	nanomos	733646
kcantley	qdot	733759
thomas2009	electromat	733745
thomas2009	kronig_penney	733745
thomas2009	cntfet	733745
thomas2009	bandstrlab	733745
lombo	senstran	733618
ambrus_victor	schred	733600
ambrus_victor	padre	733600
ludmila	photonicsdb	733596
ludmila	meep	733596
ludmila	photonicsdb	733598
ludmila	spice3f4	733599
mmclennan	cntbands-ext	733701
mmclennan	workspace-med	733707
mmclennan	crystal_viewer	733710
mmclennan	dynamicafm	733710
mmclennan	cntbands-ext	733710
mmclennan	pntoy	733716
mmclennan	cntbands-ext	733718
mmclennan	molctoy	733723
mmclennan	nanonet	733723
mmclennan	senstran	733723
mmclennan	qdot	733723
mmclennan	qdot	733724
mmclennan	workspace	733724
mmclennan	cntbands-ext	733598
mmclennan	cntbands-ext	733728
mmclennan	cntbands-ext	733729
mmclennan	cntbands-ext	733730
mmclennan	nanowire	733595
mmclennan	cntbands-ext	733595
mmclennan	mgnanowirefet	733595
mmclennan	ucb_compnano	733590
mmclennan	cntbands-ext	733590
mmclennan	workspace-med	733611
mmclennan	cntbands-ext	733743
mmclennan	workspace	733743
mmclennan	cntbands-ext	733744
mmclennan	cntbands-ext	733617
mmclennan	cndo	733619
mmclennan	workspace-med	733619
mmclennan	cntbands-ext	733620
mmclennan	cntbands-ext	733750
mmclennan	cntbands-ext	733751
mmclennan	cntbands-ext	733626
mmclennan	workspace-med	733626
mmclennan	ucb_compnano	733627
mmclennan	spice3f4	733627
mmclennan	cntbands-ext	733756
mmclennan	cntbands-ext	733759
mmclennan	cntbands-ext	733661
mmclennan	spice3f4	733661
mmclennan	cntbands-ext	733667
mmclennan	workspace-med	733667
mmclennan	cntbands-ext	733681
mmclennan	qdot	733681
mmclennan	workspace-med	733681
mmclennan	biomoca	733682
mmclennan	qdot	733682
futrelle	acute	733669
futrelle	biomoca	733669
nuitari83	padre	733732
nuitari83	moscap	733725
gowtham	sbcnfet	733685
gowtham	vkmlpsgg	733685
sramarap	workspace	733602
sramarap	mmsttf	733602
sramarap	mmst	733736
sramarap	mmsttf	733609
sramarap	mmst	733742
sramarap	workspace	733653
sramarap	workspace	733599
merav_m	vedaams	733602
merav_m	vedaams	733589
mosnter11928	coulombsim	733682
dhruvsingh	matsimtk	733697
dhruvsingh	cntphonons	733710
dhruvsingh	workspace	733711
dhruvsingh	cntbands-ext	733713
dhruvsingh	cntphonons	733713
dhruvsingh	cntbands-ext	733717
dhruvsingh	cntbands-ext	733718
dhruvsingh	workspace	733718
dhruvsingh	cntbands-ext	733719
dhruvsingh	cntbands-ext	733721
dhruvsingh	workspace	733725
dhruvsingh	workspace	733729
dhruvsingh	cntphonons	733746
dhruvsingh	oof2	733746
dhruvsingh	cntbands-ext	733746
dhruvsingh	oof2	733752
dhruvsingh	matsimtk	733756
dhruvsingh	matsimtk	733757
dhruvsingh	oof2	733757
dhruvsingh	workspace	733757
dhruvsingh	cntbands-ext	733759
dhruvsingh	nanonet	733657
dhruvsingh	workspace	733668
dhruvsingh	workspace	733669
dhruvsingh	workspace	733677
dhruvsingh	workspace	733678
dhruvsingh	workspace	733681
dhruvsingh	matsimtk	733691
dhruvsingh	matsimtk	733693
dhruvsingh	cntbte	733693
dhruvsingh	matsimtk	733694
yjing	crystal_viewer	733658
yjing	pntoy	733629
yjing	sbcnfet	733629
yjing	crystal_viewer	733661
fafala	nanoheatflow	733755
fafala	rebo	733755
fafala	matsimtk	733755
fafala	mdsim	733755
fafala	mmst	733755
fafala	nanoheatflow	733757
kmclaugh	abinit	733753
kmclaugh	qwalk	733753
lst123	nanomos	733700
lst123	pntoy	733684
lst123	pntoy	733685
lst123	mosfet	733690
lst123	mosfet	733692
lst123	mosfet	733693
rkreger	prolabox	733618
swoop	workspace	733600
swoop	pnppeptide	733721
swoop	workspace	733730
swoop	workspace	733668
swoop	workspace	733718
swoop	bandstrlab	733681
swoop	qdot	733681
swoop	abacus	733644
swoop	workspace	733679
swoop	cntfet	733616
swoop	cntfet	733617
swoop	workspace	733652
swoop	workspace	733621
swoop	nanowire	733686
swoop	tedvis	733687
swoop	workspace	733625
wuxb	abinit	733753
wuxb	qwalk	733753
wuxb	spincoupleddots	733740
wuxb	qwalk	733740
huhu123	nanowire	733696
huhu123	mgnanowirefet	733697
huhu123	mgnanowirefet	733698
huhu123	mgnanowirefet	733700
huhu123	mgnanowirefet	733701
huhu123	mgnanowirefet	733703
huhu123	mosfet	733704
huhu123	mgnanowirefet	733705
huhu123	cntfet	733706
huhu123	mgnanowirefet	733706
huhu123	nanowire	733707
huhu123	cntfet	733707
huhu123	cntbands-ext	733707
huhu123	mgnanowirefet	733707
huhu123	nanowire	733708
huhu123	cntfet	733708
huhu123	nanowire	733709
huhu123	cntfet	733709
huhu123	nanowire	733710
huhu123	cntfet	733710
huhu123	nanowire	733711
huhu123	cntfet	733711
huhu123	moscntr	733714
huhu123	cntfet	733714
huhu123	nanomos	733714
huhu123	sbcnfet	733714
huhu123	nanocmos	733715
huhu123	vides	733715
huhu123	nanofet	733715
huhu123	nanowire	733716
huhu123	cntfet	733716
huhu123	moscntr	733718
huhu123	cntfet	733718
huhu123	cntbands-ext	733718
huhu123	sbcnfet	733718
huhu123	cntfet	733719
huhu123	nanowire	733720
huhu123	mgnanowirefet	733720
huhu123	nanowire	733723
huhu123	cntfet	733723
huhu123	cntfet	733724
huhu123	nanowire	733725
huhu123	cntfet	733725
huhu123	cntfet	733726
huhu123	cntfet	733729
huhu123	cntfet	733730
huhu123	cntfet	733731
huhu123	cntfet	733732
huhu123	cntfet	733733
huhu123	cntfet	733735
huhu123	nanocmos	733757
huhu123	cntfet	733758
huhu123	cntfet	733759
huhu123	cntfet	733760
huhu123	mgnanowirefet	733760
huhu123	cntfet	733763
huhu123	nanowire	733674
huhu123	nanowire	733675
huhu123	nanowire	733679
huhu123	nanowire	733680
huhu123	mgnanowirefet	733680
huhu123	nanowire	733681
huhu123	nanowire	733682
huhu123	mosfet	733683
huhu123	nanowire	733685
huhu123	nanowire	733686
huhu123	nanowire	733687
huhu123	nanowire	733688
huhu123	nanowire	733689
huhu123	nanowire	733691
huhu123	nanowire	733692
huhu123	nanowire	733693
huhu123	nanowire	733695
haika	vedaams	733600
haika	vedaams	733601
haika	vedaams	733602
nanoscienti	nanonet	733621
nanoscienti	nanonet	733622
angiuoli	ucb_compnano	733597
angiuoli	senstran	733597
amatsuda	fettoy	733675
tamtam	vedaams	733602
tamtam	vedaams	733595
tamtam	vedaams	733598
steveengels	abacus	733757
xxy21	nanoheatflow	733717
speyer	phcband	733647
pratheekh	rtd	733624
pratheekh	cenems	733624
pratheekh	cndo	733634
pratheekh	greentherm	733620
kambizraoufi	matsimtk	733696
kambizraoufi	workspace	733728
kambizraoufi	matsimtk	733738
kambizraoufi	matsimtk	733739
kambizraoufi	workspace	733740
kambizraoufi	workspace	733711
kambizraoufi	oof2	733744
kambizraoufi	oof2	733746
kambizraoufi	workspace	733718
kambizraoufi	oof2	733751
kambizraoufi	oof2	733754
kambizraoufi	matsimtk	733755
kambizraoufi	oof2	733755
kambizraoufi	oof2	733756
qcafpga	nanocmos	733640
qcafpga	coulombsim	733640
qcafpga	spice3f4	733640
copenhagen	nanofet	733671
copenhagen	senstran	733671
sowa	qdot	733605
wongchen	greentherm	733715
mit1218	1dhetero	733672
alouisos	nuitns	733651
zro2	greentherm	733725
zro2	matsimtk	733725
zro2	mmst	733725
jthancoc	matsimtk	733742
mellis	nsoptics	733712
mellis	qclab	733705
mellis	cndo	733718
mellis	nsoptics	733711
wangjian404	kronig_penney	733664
wangjian404	crystal_viewer	733665
wangjian404	kronig_penney	733665
wangjian404	kronig_penney	733667
wangjian404	kronig_penney	733669
wangjian404	kronig_penney	733670
wangjian404	crystal_viewer	733662
wangjian404	crystal_viewer	733663
wangjian404	kronig_penney	733663
sunnyleekr	bandstrlab	733697
sunnyleekr	mosfet	733699
sunnyleekr	abacus	733699
sunnyleekr	mosfet	733700
sunnyleekr	bandstrlab	733701
sunnyleekr	bandstrlab	733704
sunnyleekr	mosfet	733706
sunnyleekr	workspace	733706
sunnyleekr	mosfet	733707
sunnyleekr	crystal_viewer	733709
sunnyleekr	workspace	733709
sunnyleekr	abacus	733720
sunnyleekr	workspace	733598
sunnyleekr	bandstrlab	733727
sunnyleekr	fettoy	733728
sunnyleekr	abacus	733728
sunnyleekr	bandstrlab	733728
sunnyleekr	bandstrlab	733735
sunnyleekr	qdot	733742
sunnyleekr	workspace	733749
sunnyleekr	crystal_viewer	733750
sunnyleekr	workspace	733623
sunnyleekr	bandstrlab	733756
sunnyleekr	qdot	733759
sunnyleekr	workspace	733759
sunnyleekr	bandstrlab	733751
sunnyleekr	nanocmos	733645
sunnyleekr	nanocmos	733647
sunnyleekr	nanocmos	733648
sunnyleekr	nanocmos	733650
sunnyleekr	nanocmos	733651
sunnyleekr	crystal_viewer	733654
sunnyleekr	workspace	733655
sunnyleekr	moscap	733657
sunnyleekr	moscap	733658
sunnyleekr	abacus	733664
sunnyleekr	moscap	733664
sunnyleekr	bandstrlab	733684
sunnyleekr	bandstrlab	733685
sunnyleekr	bandstrlab	733688
anhuihuainan	nanowire	733696
anhuihuainan	nanowire	733698
anhuihuainan	schred	733698
anhuihuainan	nanowire	733701
anhuihuainan	nanowire	733703
anhuihuainan	nanowire	733705
anhuihuainan	nanowire	733706
anhuihuainan	nanowire	733716
anhuihuainan	nanowire	733718
anhuihuainan	nanowire	733719
anhuihuainan	nanowire	733720
anhuihuainan	nanowire	733721
anhuihuainan	nanowire	733722
anhuihuainan	nanowire	733723
anhuihuainan	nanowire	733724
anhuihuainan	schred	733735
anhuihuainan	schred	733736
anhuihuainan	schred	733737
anhuihuainan	schred	733738
anhuihuainan	schred	733739
anhuihuainan	schred	733742
anhuihuainan	schred	733743
anhuihuainan	schred	733746
anhuihuainan	schred	733747
anhuihuainan	schred	733748
anhuihuainan	nanowire	733749
anhuihuainan	mgnanowirefet	733750
anhuihuainan	nanowire	733763
anhuihuainan	schred	733763
anhuihuainan	nanowire	733691
anhuihuainan	mosfet	733691
anhuihuainan	pntoy	733691
anhuihuainan	moscntr	733692
anhuihuainan	mosfet	733692
anhuihuainan	mgnanowirefet	733692
anhuihuainan	nanowire	733692
anhuihuainan	nanowire	733693
anhuihuainan	nanowire	733695
dcheam	abacus	733674
darukaprasad	pntoy	733612
darukaprasad	bandstrlab	733702
dianap1986	qdot	733696
dianap1986	qdot	733704
dianap1986	qdot	733717
dianap1986	qdot	733702
dianap1986	qdot	733703
ljy325	nanomos	733759
argupta15115	crystal_viewer	733668
argupta15115	kronig_penney	733668
vvsssuresh	abacus	733753
vvsssuresh	abacus	733755
vvsssuresh	spice3f4	733743
elaner	abacus	733660
elaner	hypiesolver	733660
elaner	nanomgnets	733660
elaner	1dhetero	733660
nawaz	electromat	733683
nawaz	kronig_penney	733683
nawaz	abacus	733683
nawaz	matsimtk	733683
nawaz	semi	733683
nawaz	acute	733683
nawaz	crystal_viewer	733683
nawaz	dopingsilicon	733683
nawaz	demons	733683
nawaz	aqme	733683
nawaz	bandstrlab	733683
nawaz	nuitns	733683
nawaz	nanowire	733683
nawaz	periodicpot	733683
nawaz	deviceelectron	733683
nawaz	kronig_penney	733711
nawaz	aqme	733711
nawaz	fermi	733711
nawaz	dopingsilicon	733711
nawaz	atcadlab	733711
nawaz	abacus	733711
nawaz	deviceelectron	733711
mwhite	crystal_viewer	733656
mwhite	crystal_viewer	733646
mkmk2009	nsoptics	733616
elenatschumak	mesfet	733744
elenatschumak	1dhetero	733743
bskromme	abacus	733639
zhouqin	cntbands-ext	733633
past10	qclab	733707
past10	cndo	733716
past10	cndo	733717
past10	cndo	733718
past10	nsoptics	733711
